Q
21576481.25262565
26666121.27628901
24318455.86175966
23866557.156027395
34778715.70753119
40963805.0776771
65989003.1309746
20210721.983021267
112753813.06212716
20832371.267102003
22819100.91439465
22857476.096939813
16737041.363740368
33423548.34767728
39091425.09562601
13927828.386372134
27385703.549070336
9335279.969783245
9403313.39504904
29060798.135512568
19590246.60971441
26375010.72527875
43083092.16075002
8867818.45904131
18347222.13155798
40080069.34721315
38047640.08751931
13053574.347850272
44892699.97411206
19749165.83692999
35949824.29637337
91256746.25314742
9198664.956687365
29730420.81154578
17824206.03771995
23911867.93880613
21975425.572207965
63123251.53342177
23285957.16383891
10448544.090492357
26675871.602939617
43939727.930015706
13354341.723601786
7105981.94809386
8187875.911130469
10922231.62512728
9942387.931630516
28003266.37227097
30064263.82430304
10176572.822344247
4371104.172893257
11572908.844125103
6822701.39391124
31540631.388892088
76367872.14081511
26912397.44012316
6328890.431463898
31256912.685550224
29108539.760391586
6509949.109230229
46356483.70737515
41768028.23048791
10994326.256070117
30351722.816103693
13708517.524049252
22399546.455184367
18381139.7246188
27477361.676901765
8920631.252230091
13535558.376042863
140087124.4207176
30817210.608025573
22857403.64793848
12864933.261588356
78964059.10150795
72559131.81610866
6546646.609345031
60504446.6672747
15452272.455690704
47428870.39852348
51893381.99064485
27327231.73465064
47728926.34845231
12264579.229039105
15975042.01021937
13805622.136541506
43165703.03155399
126059073.30682144
24798231.803058
18052415.478465177
25682725.009647068
84343258.31487215
42143055.04774604
52279463.657975286
64284869.55968461
16526018.704746282
18113614.633234184
20626029.10418264
27015706.074003626
60450805.37579592
15232241.39986142
48624314.19787874
5174157.838415358
29581101.48117101
30194130.647848845
15288174.689445209
43294557.54611475
39478212.2963753
7859506.846448543
43750861.91241448
13488744.514260368
11785112.062810868
25174647.026160844
18560013.48069365
80676249.44147848
27143386.24793946
41089003.97373822
19861127.250470605
42602634.2305986
16033267.800587667
11158089.108124629
47636507.12868103
56919763.12035097
30239730.277015023
11964340.02274363
20330261.680932995
8438352.37780001
21403402.77247364
18977274.76477972
44532549.37853247
11361052.480968611
17375124.410115063
6966075.416517759
11610186.942335088
5500564.510891716
20226833.91948094
19310438.877887387
33235334.269348968
30137008.65559106
91622239.45977049
14498447.582441969
6254985.712889078
51912180.22753728
71890997.03932294
9125463.384805547
10748906.405027626
16759896.657174118
13185964.095268568
59370601.04890941
48473649.20146414
34938308.7219225
31157911.97572502
55948700.90140367
24323823.811113607
6218665.249602716
43944500.53910315
12287775.985847907
30342748.34074436
7511571.806337959
23093128.13997967
6793686.780549279
25486911.2965909
77657345.22318223
47264991.73909523
48989699.46776234
13817451.712363273
28340273.723959684
5734388.08863728
48240319.5015486
21789734.544156507
30434154.6675759
18419698.61531021
17574095.26586023
8950502.695121545
18139831.07367299
23565884.143089622
10558546.707836607
45976459.10189086
32475353.82726691
51242629.44071983
33488786.02339692
45371290.85678412
16052065.979556931
20124619.84725224
12081895.784272954
62027162.18408293
6146046.915119998
12987269.24584057
19115945.094467904
11254305.07217982
38552407.69249512
19667230.49016951
10610507.46508198
22457411.79168177
15524990.410594888
27772953.185393527
38720472.22423878
20629776.478635173
126399086.88589324
16669422.804969748
48132422.06893208
93784182.33703545
73961519.06955594
16935797.029731914
14315369.789315533
32056407.31291859
25544244.109688703
20212249.635128997
25275287.111611675
24720465.315977823
29678405.351563174
69005724.19758987
4184483.899631309
14745879.296429489
44305958.59644831
10521884.742635066
74639058.34003042
113867401.72498824
38630019.22201703
13500924.216161009
69907457.54328024
23712491.255080625
40915619.96153592
23683740.601420693
8292971.582835205
32508837.110089608
5253692.919034027
18569318.170472704
29065715.457536597
16322280.100603828
7067357.985436478
38537158.61915391
8993998.659550084
24265965.032326687
25821857.603788037
13936899.624579407
10361205.933130888
15348270.526525049
38840804.23863246
31403731.24156143
100867403.46110845
47953180.299302034
25929862.37943128
10391634.673524778
32351241.9307228
17447933.26981207
29506532.69975821
24540286.56479093
22894944.302283607
9869455.143194394
23840342.10755036
37078678.45150917
11260653.447071088
13591709.115219006
20845554.32656092
30058401.07924646
10013128.102108844
10274678.916963167
9593883.789567469
14557327.326738838
17111114.93237953
34328473.92825646
25696508.926262222
35151576.262434654
3729273.953726832
20186711.238234453
29822453.19265718
27950951.08597206
16813407.70398388
13244240.326291043
22232419.456200905
7140199.244726918
35960530.054170206
20544531.079356533
81672913.40889089
16702288.812461903
35829669.33721168
23022565.290769912
5961714.029751975
21253661.696821664
27998572.096858934
18127741.380475327
9279229.858939469
50503294.99799632
13062309.311902773
57005156.45881004
30656318.21857863
37845049.55805565
24245302.975656956
29407852.222496662
12542254.46405984
38207425.282422
26753477.950542048
52536951.29449712
23811075.871947203
74453158.89976649
16825272.27938694
74209662.15608622
39824413.84205859
31202955.86712221
74945257.41629343
68128460.17393734
43806259.637685016
11337013.21734001
8490139.728787014
27193725.740686238
35616378.03937788
16950734.991319474
18285489.6867196
79037181.02997304
41097854.90147918
63065545.72693127
72924865.31639898
13531448.4707578
42829350.38975026
33406207.151900884
10582260.260352775
49481471.84567097
15038800.27389739
10886190.885347473
6070054.427622912
34245242.765207626
22458582.95995075
8441899.654497616
24280149.24667847
8878248.89456699
63645086.53226663
42029269.87572542
11471118.903800393
31233860.32078156
28953205.7582597
8946496.95678285
12501352.009075245
28527972.215935104
40910872.02698264
64465925.38426364
23866526.824617617
7199813.354408954
14658003.289696448
29567377.638354223
22153142.356328487
33835576.16725584
27520157.125667304
170188175.44411188
31621863.28728455
78915967.35259359
17368885.208764743
21240101.090997517
42941343.6151714
12542494.253157817
48844784.31464271
20483109.79572525
13709338.58033366
72337705.0242479
23255388.738511305
27048663.24769091
6483817.651265604
27189396.644434758
12073241.75248455
15737714.480689457
59423570.926914014
34474609.63146996
10840670.38388247
17055712.710075818
33105369.50722983
28542708.19289071
16776446.8126326
34139824.92991165
28851317.474914555
15461365.338806655
12079871.93710063
33213307.339228462
63311400.23601225
21418160.46255171
13256881.78659803
36385082.39444895
13906272.2469274
11601334.571719157
15847756.264690349
8411840.742559893
13979846.815364558
32424226.655353595
11444998.621238437
60103013.229529776
15914682.244063746
10135237.084488653
20964369.07828445
14224375.70343928
17463211.85554032
53016339.76102696
8828910.967497863
7225504.02248737
34016716.20020674
31226689.225389738
59549646.98246658
5943589.335203336
19846673.046346188
17166154.538989965
22604716.253207
40766708.84927855
59184291.90625703
44073464.092825264
70822586.22681764
103064534.44874506
40421272.60427717
17803972.546109777
18147611.446153343
7249166.91670374
10161059.515979482
34089133.651277006
11665065.457249232
7503039.611010912
35918268.6763067
45584289.436971664
9651084.040063942
20446754.68259304
11892008.1414606
20322856.21636612
107021128.95302026
15977632.26058906
7838898.034528073
39604776.07687
12553488.52667011
69639649.8375998
7983436.271053288
63332932.88721725
31273033.437273163
18849762.427786093
52284386.76108115
12306760.005090686
18861201.577940427
46504093.0210416
67624894.75160997
16726366.702447385
21667924.799024943
34527972.28831225
10989798.875273962
28907606.86443806
104234749.31847525
28525298.93405725
23363377.564174987
18726691.744183235
13605781.569702713
36049118.4650633
23259765.543523543
12508390.607596142
56277233.14934046
18945738.56669493
151741425.60648647
8681976.10961995
62578869.07985073
11694281.840327509
6233808.007805574
139495484.51965493
13724184.622135231
17328758.950655058
37022986.69865635
17084307.035268474
56180688.43375983
9654095.592888111
53171910.55117852
129933649.68217468
15040146.106277373
31941128.163940683
15660863.851637607
9967170.044691984
30511641.59629772
27749690.64580863
33935014.561558284
36784706.129435614
13169390.738008987
67833738.90474008
10777800.507215803
20142286.270696804
35251571.574813366
17601656.246292938
29549883.440002523
38800169.63126759
18209603.560136054
40341016.46056681
22629503.310686525
32139862.419940826
24264893.09107209
7068843.9747362295
10073657.014777282
63662641.83860843
27230347.7348887
23010725.449459657
14390681.471101716
9672900.623377144
127367759.65228964
81866479.42634782
23935706.54062644
8364575.881786011
8772255.309617389
15586657.936797809
32859656.878411707
101994724.4343822
29742696.84394953
47865123.052094825
21759231.39366677
23135690.43960997
16860754.012476023
37730422.855068274
8999050.22237507
28283830.35201052
27200726.54098184
7178496.3147562975
22471703.0771828
21795109.28242524
65058102.9535318
44987315.81977554
27123523.36364952
33480955.98939564
17153655.7896617
57985555.112960026
11624517.395264436
7977810.400122333
235707967.0595034
32998573.01211103
14887903.951541243
18573761.292740084
23263365.042677306
44165117.71644646
27055663.862642188
17241696.01292181
58986835.10198074
20199654.9392923
19465420.266297773
49812436.80850224
36638928.36632756
20669149.47001921
40093489.787536085
40769917.20806655
22854829.02560438
37815927.98005344
17488163.786386047
8829215.696187502
6547036.589785215
20378346.572153613
10785122.332730828
16895587.34454628
43759237.35333985
21356099.651631128
18936495.928757757
22561174.522718616
16748019.58156459
19458308.46726448
32274337.33907468
15964780.359734688
11577827.830048785
107845613.22632028
12391727.092475012
10024536.022465056
76431362.14846373
27646452.442739088
33445869.44968962
12531693.51610316
25214632.15758111
22118979.346890494
75329229.03026323
10253533.993005862
7284614.496275686
6194916.194805853
60771966.269696206
47814383.23687463
11020826.66285138
12607576.743562922
11944713.247045005
10793921.239179144
9781217.430068234
47961255.13874139
15816829.213731073
18106176.966141146
13844432.049720751
21548339.4954564
33902870.86454714
31484448.70137081
21673647.89978013
12672113.097361015
30489655.749500185
18122249.459254656
21835816.279783797
17484902.88742633
24398743.875208784
34194671.68324246
71190460.96982072
22877675.517893407
66650853.904974125
23585461.37055408
27058515.98735571
19972513.193840224
33037135.947583325
24788688.809816822
4026228.561442892
35510728.31127566
17966529.825610764
23484023.18159918
34144360.53803758
16103042.92681636
19066172.66573049
15196339.510876969
23209063.820153944
16653179.528804377
19667684.580014177
62454420.722033314
91065761.1393239
12396416.69645655
27160493.060497016
9087747.851050552
49305056.657564536
11821314.436902177
12450854.014075516
22407237.641627938
32196412.801943123
30771836.00073305
20644239.99061267
21527558.167304493
51331042.60980903
5186267.882216315
48323309.80389909
25446940.205401745
21159240.095003743
15631393.891749896
48341598.89675105
27018894.14250136
13575677.593465587
39069911.79786726
15515143.714683728
26349756.46078176
26545083.423544995
5496258.23946734
16665668.384685175
8896923.91616805
9132254.943852223
9801344.848075597
19811686.964449663
20577329.695817556
10708865.577519178
35491676.23559118
44153455.54985986
80399846.3064136
26171908.62435726
46416761.04610029
11460290.644810086
27806583.072040766
8392410.348395022
13095698.258723283
18425747.49779457
35509683.76813151
28430459.137523662
13595887.111887366
23219705.70519098
21381347.122041512
13874421.220397145
33519380.2880683
27106324.28415872
47289523.20676028
19425941.107569028
80823905.34361635
50727795.66213
49119002.55341329
11189824.96786446
25735651.638455182
43535331.88272184
22873127.6213561
96592738.59425478
69029883.81938127
16221740.267977037
17071731.291660897
14178694.479156915
44221345.5933846
11014297.525978891
88959920.3281316
43498666.53374769
22412905.7038226
28825122.443475183
12834737.858472569
25686275.39504195
51538682.85287103
11994089.246788677
51556315.52385462
8812982.605271187
59001240.880628064
31482603.840001386
10976211.176628388
15069045.0055697
126226269.30690616
25586868.55585734
8340531.430694353
11107357.785032911
24272231.14945683
151526584.99948722
15572111.585820174
19373566.077269085
50562557.707733095
33195480.82836024
35509523.78773333
21761909.80188197
42938487.742084205
33077358.76820439
22817261.24052557
38966062.8655088
8931990.045275256
64415788.30852849
7773090.060201128
25662763.18820812
28877414.29254485
25141069.038302384
72038887.80623658
104393233.85380852
3132213.1097876206
14349919.975440508
38218104.48300012
7803442.493030712
23062049.8324968
23240940.20080048
20370572.969390724
27779763.937494483
9121753.634406812
12107756.533652777
21689297.248224493
3897745.482971438
42684080.03380225
9600332.96758608
39504597.28744088
21139973.76648867
20815152.641346984
21750084.72935521
18524211.450680096
83850936.21471983
34181870.01883977
43554459.96751244
9160549.374812296
27614788.734209023
12036118.812116172
28232199.243321378
48277645.51409698
31593246.93296233
79658410.31354703
35940605.80877745
31133570.188838743
9912187.792588906
10810150.58274924
11549335.619868932
21284373.664515823
36638947.741740674
64697807.36163972
23942402.039745346
27928874.25519429
73727888.39063857
14337493.755917192
14068640.73854741
48341415.21351759
24500960.616071183
10805523.6840934
40752006.449806616
26370081.775663245
25135075.78041535
25602670.93813062
16028681.616694596
38074240.05625411
50024557.54183728
54505172.57463381
94910444.36184466
16791062.263178557
15466622.052352652
47281190.7039186
60357118.2664207
41373208.288663216
18488765.096187003
