Q
16540270.750789547
12081572.3436211
16705695.208373092
12320424.09132256
10647433.883424094
26507600.76845787
9745737.911329854
27352501.323976588
20083268.41886824
56267262.992049545
37920193.20707347
12950880.267366111
18540112.39673468
19105680.370599397
14740654.130161611
43163928.274168886
39912934.26091609
13248003.329484029
11704060.10497968
57429770.14797115
22865982.966249235
20901305.04306888
13319320.36438782
29220357.02299769
21630672.325014297
29603275.18347081
10052357.813384851
33387186.53546769
118584892.58569548
12865612.80614889
18615252.211691283
54152526.57513096
8366599.506403091
8024026.539929828
8681304.505202262
29823909.00669512
19802235.88665143
8999186.927871188
9926383.729217011
30501790.89944003
38226412.62612541
23622362.6685663
32707198.8523682
9298556.724666867
7821841.496714509
93736581.4149104
52527381.9371325
70713206.18565257
34584162.15771308
117677138.7918179
79870739.19520614
14982786.86159465
7953517.13086115
31943015.35365753
8380080.617081498
10491413.262167703
86920830.24474154
28065594.236941334
21975141.425340507
15781356.117561772
60429340.93755056
46962459.52473839
12903951.30774018
44362833.463825785
12878613.236463249
7951364.456279186
144272950.21025312
19303940.617319863
134152370.7779717
13586058.662609767
5207526.785694684
8202044.494317395
26065435.0506005
3081823.8731565555
18164912.579011448
29818763.848490287
14657996.048381574
33468988.089295298
46251048.58958368
15251589.719891945
20711646.39393525
22597226.98208956
25654859.71403441
6357447.627706563
48362277.83332493
20761709.982150804
5395247.555783916
25035395.04028817
46004256.22535954
35336226.03218685
5889260.366621496
21929424.79503015
27377394.13282102
6735551.097400784
104994664.5932408
14545272.322812071
34654859.93147428
13325318.63097333
16010967.002229571
13512324.526350318
13133806.080255248
9781971.424031274
8837603.91442434
45233325.48093458
16642417.70843823
11088215.55966078
6418854.231187677
38621129.56971199
15402431.787111323
22144064.255497053
64243656.59057566
36105815.992055394
14626775.63858068
51699762.86787992
43932948.29781601
24780067.869847205
47210622.8642008
32234733.21812687
25062386.45157638
28142353.68381327
7849955.311033597
17508895.851990048
37445869.7621491
23698936.817663204
40523157.89044414
22253938.852198668
14090079.737149114
30622417.78421172
7988539.225378869
17041876.257757228
30591713.206029065
31439927.099244297
13188805.948942903
42377197.56278855
42430791.19743052
27261583.817973845
24437545.89779676
25647152.261324767
16872331.61617831
22626817.401045687
26328173.770499177
73272649.54720153
68599747.28802459
15062446.593645398
15045419.303808467
13561361.193737626
26346565.15234548
22811353.795302782
36219800.00585636
12585157.486793635
36472011.36026308
38444775.9481719
14282758.297330083
29816295.375021875
19229857.031954005
50475796.00652584
33366589.05695537
28125826.477558024
58171153.87705771
80331378.29387905
78315142.92415851
29245180.013726003
31333020.70146472
32876390.116242323
12268465.065110547
23103552.88661436
21070368.44938632
11173779.0716764
45621881.82283784
15032266.735811057
31716912.253684744
14019352.72363061
37660396.75723548
18053324.80642885
129303357.32281975
23696467.70491901
112794843.01749788
4414703.398472504
49318410.74735234
22482720.75601167
20905935.948112868
22227683.58859808
115424404.58237308
11659310.328232022
19715931.870546587
42411696.09060586
40653258.533585824
27962424.469350543
41803209.55001568
12621398.924737563
11173865.7625234
36051094.10135189
52486051.89768092
10941871.15915725
14738901.3228233
19306646.5841789
28054438.67021888
37941876.60988306
8415551.97868266
27511750.82962924
16325625.344221212
14493293.847775675
19364741.33671841
11597324.057556506
26522590.94458879
3321946.0595774595
26516637.32312056
12210389.318034872
18300365.64857763
10131997.73196233
9272653.42858457
26253958.733690288
39458396.09809737
44867196.98591389
221476031.44704708
27447335.284776505
14918708.49183716
56295684.7226509
38907787.89504876
16119519.94863515
25710706.985282443
12738598.092531102
6276128.284444907
12469473.922677914
10929971.898252243
42034417.0367616
30913497.62841762
18640316.420141693
18727530.627272844
